날짜,부류,품목코드,품목명,단위,가격
2024-08-07,식량,141,콩,500g,10017
2024-08-07,식량,142,팥,500g,21056
2024-08-07,식량,143,녹두,500g,23789
2024-08-07,식량,151,고구마,1kg,6140
2024-08-07,식량,152,감자,100g,3070
2024-08-07,채소,211,배추,1포기,5449
2024-08-07,채소,212,양배추,1포기,3893
2024-08-07,채소,213,시금치,100g,18256
2024-08-07,채소,214,상추,100g,23250
2024-08-07,채소,215,얼갈이배추,1kg,4744
2024-08-07,채소,221,수박,1개,28783
2024-08-07,채소,222,참외,10개,19613
2024-08-07,채소,223,오이,10개,16067
2024-08-07,채소,224,호박,1개,2177
2024-08-07,채소,225,토마토,1kg,4749
2024-08-07,채소,231,무,1개,3090
2024-08-07,채소,232,당근,1kg,6379
2024-08-07,채소,233,열무,1kg,4413
2024-08-07,채소,241,건고추,600g,35500
2024-08-07,채소,242,풋고추,100g,17344
2024-08-07,채소,243,붉은고추,100g,18200
2024-08-07,채소,245,양파,1kg,1999
2024-08-07,채소,246,파,1kg,2798
2024-08-07,채소,247,생강,1kg,16513
2024-08-07,채소,248,고춧가루,1kg,37667
2024-08-07,채소,252,미나리,100g,18825
2024-08-07,채소,253,깻잎,100g,29056
2024-08-07,채소,255,피망,100g,8931
2024-08-07,채소,256,파프리카,200g,6398
2024-08-07,채소,257,멜론,1개,7571
2024-08-07,채소,258,깐마늘(국산),1kg,10566
2024-08-07,채소,279,알배기배추,1포기,3939
2024-08-07,채소,280,브로콜리,1개,2804
2024-08-07,채소,422,방울토마토,1kg,8410
2024-08-07,과일,411,사과,10개,30463
2024-08-07,과일,412,배,10개,85650
2024-08-07,과일,413,복숭아,10개,15167
2024-08-07,과일,414,포도,1kg,12433
2024-08-07,과일,415,감귤,10개,9169
2024-08-07,과일,418,바나나,100g,2896
2024-08-07,과일,419,참다래,10개,10236
2024-08-07,과일,420,파인애플,1개,6988
2024-08-07,과일,421,오렌지,10개,13700
2024-08-07,과일,424,레몬,10개,11357
2024-08-07,과일,425,체리,100g,20517
2024-08-07,과일,430,아보카도,1개,1867
2024-08-07,축산,4301,소,1kg,131500
2024-08-07,축산,4304,돼지,1kg,14480
2024-08-07,축산,4401,수입 소고기,1kg,42810
2024-08-07,축산,4402,수입 돼지고기,1kg,14130
2024-08-07,축산,9901,닭,1kg,6091
2024-08-07,축산,9903,계란,10구,3235
2024-08-07,축산,9908,우유,1L,3062
2024-08-07,수산,611,고등어,1손,4988
2024-08-07,수산,612,꽁치,5마리,7793
2024-08-07,수산,613,갈치,1마리,23600
2024-08-07,수산,614,조기,1마리,1617
2024-08-07,수산,615,명태,1마리,4493
2024-08-07,수산,619,물오징어,1마리,4976
2024-08-07,수산,638,마른멸치,100g,22470
2024-08-07,수산,640,마른오징어,10마리,78857
2024-08-07,수산,641,김,10장,1307
2024-08-07,수산,642,마른미역,100g,31560
2024-08-07,수산,649,수입조기,1마리,3813
2024-08-07,수산,650,새우젓,1kg,15456
2024-08-07,수산,651,멸치액젓,1kg,5547
2024-08-07,수산,652,천일염,5kg,2276
2024-08-07,수산,653,전복,5마리,11314
2024-08-07,수산,654,새우,10마리,5394
2024-08-07,수산,658,홍합,100g,23080
2024-08-07,수산,660,건다시마,100g,38120
2024-08-08,식량,111,쌀,20kg,2518
2024-08-08,식량,112,찹쌀,1kg,4139
2024-08-08,식량,141,콩,500g,10017
2024-08-08,식량,142,팥,500g,21056
2024-08-08,식량,143,녹두,500g,23789
2024-08-08,식량,151,고구마,1kg,6121
2024-08-08,식량,152,감자,100g,2960
2024-08-08,채소,211,배추,1포기,5551
2024-08-08,채소,212,양배추,1포기,3720
2024-08-08,채소,213,시금치,100g,18478
2024-08-08,채소,214,상추,100g,21425
2024-08-08,채소,215,얼갈이배추,1kg,4814
2024-08-08,채소,221,수박,1개,29825
2024-08-08,채소,222,참외,10개,21243
2024-08-08,채소,223,오이,10개,16067
2024-08-08,채소,224,호박,1개,2290
2024-08-08,채소,225,토마토,1kg,4804
2024-08-08,채소,231,무,1개,3084
2024-08-08,채소,232,당근,1kg,5838
2024-08-08,채소,233,열무,1kg,4660
2024-08-08,채소,241,건고추,600g,35500
2024-08-08,채소,242,풋고추,100g,17167
2024-08-08,채소,243,붉은고추,100g,18525
2024-08-08,채소,245,양파,1kg,2016
2024-08-08,채소,246,파,1kg,2759
2024-08-08,채소,247,생강,1kg,16513
2024-08-08,채소,248,고춧가루,1kg,37367
2024-08-08,채소,252,미나리,100g,18825
2024-08-08,채소,253,깻잎,100g,29289
2024-08-08,채소,255,피망,100g,8931
2024-08-08,채소,256,파프리카,200g,7244
2024-08-08,채소,257,멜론,1개,8143
2024-08-08,채소,258,깐마늘(국산),1kg,10067
2024-08-08,채소,279,알배기배추,1포기,4228
2024-08-08,채소,280,브로콜리,1개,2836
2024-08-08,채소,422,방울토마토,1kg,9048
2024-08-08,과일,411,사과,10개,29043
2024-08-08,과일,412,배,10개,84233
2024-08-08,과일,413,복숭아,10개,16033
2024-08-08,과일,414,포도,1kg,12300
2024-08-08,과일,415,감귤,10개,8989
2024-08-08,과일,418,바나나,100g,2984
2024-08-08,과일,419,참다래,10개,10236
2024-08-08,과일,420,파인애플,1개,6988
2024-08-08,과일,421,오렌지,10개,13700
2024-08-08,과일,424,레몬,10개,11357
2024-08-08,과일,425,체리,100g,20133
2024-08-08,과일,430,아보카도,1개,1810
2024-08-08,축산,4301,소,1kg,131310
2024-08-08,축산,4304,돼지,1kg,14540
2024-08-08,축산,4401,수입 소고기,1kg,41350
2024-08-08,축산,4402,수입 돼지고기,1kg,14490
2024-08-08,축산,9901,닭,1kg,6091
2024-08-08,축산,9903,계란,10구,3264
2024-08-08,축산,9908,우유,1L,3061
2024-08-08,수산,611,고등어,1손,5163
2024-08-08,수산,612,꽁치,5마리,7793
2024-08-08,수산,613,갈치,1마리,23600
2024-08-08,수산,614,조기,1마리,1617
2024-08-08,수산,615,명태,1마리,4493
2024-08-08,수산,619,물오징어,1마리,5047
2024-08-08,수산,638,마른멸치,100g,23310
2024-08-08,수산,640,마른오징어,10마리,78857
2024-08-08,수산,641,김,10장,1307
2024-08-08,수산,642,마른미역,100g,31560
2024-08-08,수산,649,수입조기,1마리,3813
2024-08-08,수산,650,새우젓,1kg,15456
2024-08-08,수산,651,멸치액젓,1kg,5547
2024-08-08,수산,652,천일염,5kg,2276
2024-08-08,수산,653,전복,5마리,11067
2024-08-08,수산,654,새우,10마리,5445
2024-08-08,수산,658,홍합,100g,23080
2024-08-08,수산,660,건다시마,100g,38120
2024-08-09,식량,111,쌀,20kg,2512
2024-08-09,식량,112,찹쌀,1kg,4139
2024-08-09,식량,141,콩,500g,10017
2024-08-09,식량,142,팥,500g,21056
2024-08-09,식량,143,녹두,500g,23789
2024-08-09,식량,151,고구마,1kg,5842
2024-08-09,식량,152,감자,100g,2931
2024-08-09,채소,211,배추,1포기,5718
2024-08-09,채소,212,양배추,1포기,4116
2024-08-09,채소,213,시금치,100g,19089
2024-08-09,채소,214,상추,100g,21313
2024-08-09,채소,215,얼갈이배추,1kg,4836
2024-08-09,채소,221,수박,1개,30517
2024-08-09,채소,222,참외,10개,21529
2024-08-09,채소,223,오이,10개,16067
2024-08-09,채소,224,호박,1개,2166
2024-08-09,채소,225,토마토,1kg,4711
2024-08-09,채소,231,무,1개,3084
2024-08-09,채소,232,당근,1kg,5838
2024-08-09,채소,233,열무,1kg,4646
2024-08-09,채소,241,건고추,600g,35500
2024-08-09,채소,242,풋고추,100g,17167
2024-08-09,채소,243,붉은고추,100g,18525
2024-08-09,채소,245,양파,1kg,1998
2024-08-09,채소,246,파,1kg,2759
2024-08-09,채소,247,생강,1kg,16513
2024-08-09,채소,248,고춧가루,1kg,37367
2024-08-09,채소,252,미나리,100g,18825
2024-08-09,채소,253,깻잎,100g,29289
2024-08-09,채소,255,피망,100g,8931
2024-08-09,채소,256,파프리카,200g,7517
2024-08-09,채소,257,멜론,1개,8920
2024-08-09,채소,258,깐마늘(국산),1kg,9996
2024-08-09,채소,279,알배기배추,1포기,4439
2024-08-09,채소,280,브로콜리,1개,2897
2024-08-09,채소,422,방울토마토,1kg,9048
2024-08-09,과일,411,사과,10개,29043
2024-08-09,과일,412,배,10개,65000
2024-08-09,과일,413,복숭아,10개,16144
2024-08-09,과일,414,포도,1kg,12620
2024-08-09,과일,415,감귤,10개,9128
2024-08-09,과일,418,바나나,100g,2984
2024-08-09,과일,419,참다래,10개,10236
2024-08-09,과일,420,파인애플,1개,7323
2024-08-09,과일,421,오렌지,10개,14900
2024-08-09,과일,424,레몬,10개,11468
2024-08-09,과일,425,체리,100g,19886
2024-08-09,과일,430,아보카도,1개,1767
2024-08-09,축산,4301,소,1kg,131770
2024-08-09,축산,4304,돼지,1kg,14850
2024-08-09,축산,4401,수입 소고기,1kg,40810
2024-08-09,축산,4402,수입 돼지고기,1kg,14840
2024-08-09,축산,9901,닭,1kg,6151
2024-08-09,축산,9903,계란,10구,3289
2024-08-09,축산,9908,우유,1L,3062
2024-08-09,수산,611,고등어,1손,5163
2024-08-09,수산,612,꽁치,5마리,7793
2024-08-09,수산,613,갈치,1마리,23600
2024-08-09,수산,614,조기,1마리,1608
2024-08-09,수산,615,명태,1마리,4294
2024-08-09,수산,619,물오징어,1마리,4976
2024-08-09,수산,638,마른멸치,100g,23310
2024-08-09,수산,640,마른오징어,10마리,78857
2024-08-09,수산,641,김,10장,1307
2024-08-09,수산,642,마른미역,100g,31560
2024-08-09,수산,649,수입조기,1마리,3813
2024-08-09,수산,650,새우젓,1kg,15456
2024-08-09,수산,651,멸치액젓,1kg,5547
2024-08-09,수산,652,천일염,5kg,2276
2024-08-09,수산,653,전복,5마리,11139
2024-08-09,수산,654,새우,10마리,5445
2024-08-09,수산,658,홍합,100g,23080
2024-08-09,수산,660,건다시마,100g,38120
2024-08-12,식량,111,쌀,20kg,2534
2024-08-12,식량,112,찹쌀,1kg,4139
2024-08-12,식량,141,콩,500g,10017
2024-08-12,식량,142,팥,500g,21056
2024-08-12,식량,143,녹두,500g,23789
2024-08-12,식량,151,고구마,1kg,5953
2024-08-12,식량,152,감자,100g,3096
2024-08-12,채소,211,배추,1포기,6225
2024-08-12,채소,212,양배추,1포기,4422
2024-08-12,채소,213,시금치,100g,19556
2024-08-12,채소,214,상추,100g,21588
2024-08-12,채소,215,얼갈이배추,1kg,4917
2024-08-12,채소,221,수박,1개,30660
2024-08-12,채소,222,참외,10개,22143
2024-08-12,채소,223,오이,10개,16067
2024-08-12,채소,224,호박,1개,2088
2024-08-12,채소,225,토마토,1kg,4767
2024-08-12,채소,231,무,1개,3089
2024-08-12,채소,232,당근,1kg,5999
2024-08-12,채소,233,열무,1kg,4803
2024-08-12,채소,241,건고추,600g,35500
2024-08-12,채소,242,풋고추,100g,16556
2024-08-12,채소,243,붉은고추,100g,18238
2024-08-12,채소,245,양파,1kg,1998
2024-08-12,채소,246,파,1kg,2864
2024-08-12,채소,247,생강,1kg,16513
2024-08-12,채소,248,고춧가루,1kg,37367
2024-08-12,채소,252,미나리,100g,19175
2024-08-12,채소,253,깻잎,100g,30256
2024-08-12,채소,255,피망,100g,8931
2024-08-12,채소,256,파프리카,200g,7294
2024-08-12,채소,257,멜론,1개,8640
2024-08-12,채소,258,깐마늘(국산),1kg,10198
2024-08-12,채소,279,알배기배추,1포기,4476
2024-08-12,채소,280,브로콜리,1개,2752
2024-08-12,채소,422,방울토마토,1kg,9048
2024-08-12,과일,411,사과,10개,28300
2024-08-12,과일,412,배,10개,65000
2024-08-12,과일,413,복숭아,10개,16222
2024-08-12,과일,414,포도,1kg,13083
2024-08-12,과일,415,감귤,10개,9204
2024-08-12,과일,418,바나나,100g,2984
2024-08-12,과일,419,참다래,10개,10236
2024-08-12,과일,420,파인애플,1개,7323
2024-08-12,과일,421,오렌지,10개,14900
2024-08-12,과일,424,레몬,10개,11468
2024-08-12,과일,425,체리,100g,19943
2024-08-12,과일,430,아보카도,1개,1743
2024-08-12,축산,4301,소,1kg,132730
2024-08-12,축산,4304,돼지,1kg,14370
2024-08-12,축산,4401,수입 소고기,1kg,44780
2024-08-12,축산,4402,수입 돼지고기,1kg,14790
2024-08-12,축산,9901,닭,1kg,6167
2024-08-12,축산,9903,계란,10구,3288
2024-08-12,축산,9908,우유,1L,3069
2024-08-12,수산,611,고등어,1손,5163
2024-08-12,수산,612,꽁치,5마리,7793
2024-08-12,수산,613,갈치,1마리,23600
2024-08-12,수산,614,조기,1마리,1608
2024-08-12,수산,615,명태,1마리,4294
2024-08-12,수산,619,물오징어,1마리,4668
2024-08-12,수산,638,마른멸치,100g,23310
2024-08-12,수산,640,마른오징어,10마리,78857
2024-08-12,수산,641,김,10장,1307
2024-08-12,수산,642,마른미역,100g,31570
2024-08-12,수산,649,수입조기,1마리,3813
2024-08-12,수산,650,새우젓,1kg,15456
2024-08-12,수산,651,멸치액젓,1kg,5547
2024-08-12,수산,652,천일염,5kg,2276
2024-08-12,수산,653,전복,5마리,11139
2024-08-12,수산,654,새우,10마리,5445
2024-08-12,수산,658,홍합,100g,23080
2024-08-12,수산,660,건다시마,100g,38210
2024-08-13,식량,111,쌀,20kg,2534
2024-08-13,식량,112,찹쌀,1kg,4139
2024-08-13,식량,141,콩,500g,10017
2024-08-13,식량,142,팥,500g,21056
2024-08-13,식량,143,녹두,500g,23789
2024-08-13,식량,151,고구마,1kg,6264
2024-08-13,식량,152,감자,100g,3097
2024-08-13,채소,211,배추,1포기,6114
2024-08-13,채소,212,양배추,1포기,3976
2024-08-13,채소,213,시금치,100g,19522
2024-08-13,채소,214,상추,100g,21125
2024-08-13,채소,215,얼갈이배추,1kg,4837
2024-08-13,채소,221,수박,1개,30200
2024-08-13,채소,222,참외,10개,21475
2024-08-13,채소,223,오이,10개,16067
2024-08-13,채소,224,호박,1개,1966
2024-08-13,채소,225,토마토,1kg,4960
2024-08-13,채소,231,무,1개,3004
2024-08-13,채소,232,당근,1kg,5999
2024-08-13,채소,233,열무,1kg,4865
2024-08-13,채소,241,건고추,600g,35500
2024-08-13,채소,242,풋고추,100g,16689
2024-08-13,채소,243,붉은고추,100g,18000
2024-08-13,채소,245,양파,1kg,2007
2024-08-13,채소,246,파,1kg,3064
2024-08-13,채소,247,생강,1kg,16513
2024-08-13,채소,248,고춧가루,1kg,37367
2024-08-13,채소,252,미나리,100g,19413
2024-08-13,채소,253,깻잎,100g,30800
2024-08-13,채소,255,피망,100g,9044
2024-08-13,채소,256,파프리카,200g,7394
2024-08-13,채소,257,멜론,1개,8687
2024-08-13,채소,258,깐마늘(국산),1kg,9884
2024-08-13,채소,279,알배기배추,1포기,4443
2024-08-13,채소,280,브로콜리,1개,2893
2024-08-13,채소,422,방울토마토,1kg,9730
2024-08-13,과일,411,사과,10개,28050
2024-08-13,과일,412,배,10개,65000
2024-08-13,과일,413,복숭아,10개,16500
2024-08-13,과일,414,포도,1kg,12800
2024-08-13,과일,415,감귤,10개,9204
2024-08-13,과일,418,바나나,100g,2984
2024-08-13,과일,419,참다래,10개,10360
2024-08-13,과일,420,파인애플,1개,6780
2024-08-13,과일,421,오렌지,10개,14900
2024-08-13,과일,424,레몬,10개,11192
2024-08-13,과일,425,체리,100g,19314
2024-08-13,과일,430,아보카도,1개,1715
2024-08-13,축산,4301,소,1kg,134710
2024-08-13,축산,4304,돼지,1kg,14340
2024-08-13,축산,4401,수입 소고기,1kg,44790
2024-08-13,축산,4402,수입 돼지고기,1kg,14740
2024-08-13,축산,9901,닭,1kg,6069
2024-08-13,축산,9903,계란,10구,3288
2024-08-13,축산,9908,우유,1L,3070
2024-08-13,수산,611,고등어,1손,5163
2024-08-13,수산,612,꽁치,5마리,7793
2024-08-13,수산,613,갈치,1마리,23600
2024-08-13,수산,614,조기,1마리,1608
2024-08-13,수산,615,명태,1마리,4294
2024-08-13,수산,619,물오징어,1마리,4500
2024-08-13,수산,638,마른멸치,100g,23310
2024-08-13,수산,640,마른오징어,10마리,78857
2024-08-13,수산,641,김,10장,1307
2024-08-13,수산,642,마른미역,100g,31570
2024-08-13,수산,649,수입조기,1마리,3813
2024-08-13,수산,650,새우젓,1kg,15456
2024-08-13,수산,651,멸치액젓,1kg,5547
2024-08-13,수산,652,천일염,5kg,2276
2024-08-13,수산,653,전복,5마리,11139
2024-08-13,수산,654,새우,10마리,5445
2024-08-13,수산,658,홍합,100g,23080
2024-08-13,수산,660,건다시마,100g,38210
2024-08-14,식량,111,쌀,20kg,2523
2024-08-14,식량,112,찹쌀,1kg,4179
2024-08-14,식량,141,콩,500g,10017
2024-08-14,식량,142,팥,500g,21056
2024-08-14,식량,143,녹두,500g,23789
2024-08-14,식량,151,고구마,1kg,6186
2024-08-14,식량,152,감자,100g,3034
2024-08-14,채소,211,배추,1포기,6284
2024-08-14,채소,212,양배추,1포기,3776
2024-08-14,채소,213,시금치,100g,20778
2024-08-14,채소,214,상추,100g,22788
2024-08-14,채소,215,얼갈이배추,1kg,4890
2024-08-14,채소,221,수박,1개,30575
2024-08-14,채소,222,참외,10개,22343
2024-08-14,채소,223,오이,10개,16600
2024-08-14,채소,224,호박,1개,1953
2024-08-14,채소,225,토마토,1kg,4937
2024-08-14,채소,231,무,1개,3200
2024-08-14,채소,232,당근,1kg,6170
2024-08-14,채소,233,열무,1kg,4773
2024-08-14,채소,241,건고추,600g,35083
2024-08-14,채소,242,풋고추,100g,16967
2024-08-14,채소,243,붉은고추,100g,18400
2024-08-14,채소,245,양파,1kg,2007
2024-08-14,채소,246,파,1kg,3064
2024-08-14,채소,247,생강,1kg,16513
2024-08-14,채소,248,고춧가루,1kg,37367
2024-08-14,채소,252,미나리,100g,19413
2024-08-14,채소,253,깻잎,100g,29689
2024-08-14,채소,255,피망,100g,8931
2024-08-14,채소,256,파프리카,200g,8244
2024-08-14,채소,257,멜론,1개,8736
2024-08-14,채소,258,깐마늘(국산),1kg,9752
2024-08-14,채소,279,알배기배추,1포기,4540
2024-08-14,채소,280,브로콜리,1개,2912
2024-08-14,채소,422,방울토마토,1kg,9730
2024-08-14,과일,411,사과,10개,26088
2024-08-14,과일,412,배,10개,65000
2024-08-14,과일,413,복숭아,10개,16644
2024-08-14,과일,414,포도,1kg,12720
2024-08-14,과일,415,감귤,10개,9128
2024-08-14,과일,418,바나나,100g,3079
2024-08-14,과일,419,참다래,10개,10360
2024-08-14,과일,420,파인애플,1개,6863
2024-08-14,과일,421,오렌지,10개,14900
2024-08-14,과일,424,레몬,10개,11192
2024-08-14,과일,425,체리,100g,19329
2024-08-14,과일,430,아보카도,1개,1680
2024-08-14,축산,4301,소,1kg,133260
2024-08-14,축산,4304,돼지,1kg,14370
2024-08-14,축산,4401,수입 소고기,1kg,44790
2024-08-14,축산,4402,수입 돼지고기,1kg,14710
2024-08-14,축산,9901,닭,1kg,6018
2024-08-14,축산,9903,계란,10구,3291
2024-08-14,축산,9908,우유,1L,3070
2024-08-14,수산,611,고등어,1손,5163
2024-08-14,수산,612,꽁치,5마리,7793
2024-08-14,수산,613,갈치,1마리,23600
2024-08-14,수산,614,조기,1마리,1608
2024-08-14,수산,615,명태,1마리,4294
2024-08-14,수산,619,물오징어,1마리,4500
2024-08-14,수산,638,마른멸치,100g,23310
2024-08-14,수산,640,마른오징어,10마리,78857
2024-08-14,수산,641,김,10장,1307
2024-08-14,수산,642,마른미역,100g,31570
2024-08-14,수산,649,수입조기,1마리,3813
2024-08-14,수산,650,새우젓,1kg,15456
2024-08-14,수산,651,멸치액젓,1kg,5547
2024-08-14,수산,652,천일염,5kg,2276
2024-08-14,수산,653,전복,5마리,11139
2024-08-14,수산,654,새우,10마리,5501
2024-08-14,수산,658,홍합,100g,23080
2024-08-14,수산,660,건다시마,100g,38210
2024-08-15,축산,4301,소,1kg,132760
2024-08-15,축산,4304,돼지,1kg,14380
2024-08-15,축산,4401,수입 소고기,1kg,44820
2024-08-15,축산,4402,수입 돼지고기,1kg,14740
2024-08-15,축산,9901,닭,1kg,5979
2024-08-15,축산,9903,계란,10구,3292
2024-08-15,축산,9908,우유,1L,3070
2024-08-16,식량,111,쌀,20kg,2523
2024-08-16,식량,112,찹쌀,1kg,4239
2024-08-16,식량,141,콩,500g,10211
2024-08-16,식량,142,팥,500g,21056
2024-08-16,식량,143,녹두,500g,23789
2024-08-16,식량,151,고구마,1kg,5929
2024-08-16,식량,152,감자,100g,3103
2024-08-16,채소,211,배추,1포기,7011
2024-08-16,채소,212,양배추,1포기,3876
2024-08-16,채소,213,시금치,100g,24813
2024-08-16,채소,214,상추,100g,21213
2024-08-16,채소,215,얼갈이배추,1kg,4262
2024-08-16,채소,221,수박,1개,33467
