날짜,부류,품목코드,품목명,단위,가격
2024-07-25,축산,4304,돼지,1kg,15120
2024-07-25,축산,4401,수입 소고기,1kg,40950
2024-07-25,축산,4402,수입 돼지고기,1kg,14630
2024-07-25,축산,9901,닭,1kg,5958
2024-07-25,축산,9903,계란,10구,3282
2024-07-25,축산,9908,우유,1L,3065
2024-07-25,수산,611,고등어,1손,4995
2024-07-25,수산,612,꽁치,5마리,7793
2024-07-25,수산,613,갈치,1마리,19500
2024-07-25,수산,614,조기,1마리,1608
2024-07-25,수산,615,명태,1마리,4294
2024-07-25,수산,619,물오징어,1마리,4233
2024-07-25,수산,638,마른멸치,100g,21370
2024-07-25,수산,640,마른오징어,10마리,71667
2024-07-25,수산,641,김,10장,1307
2024-07-25,수산,642,마른미역,100g,31560
2024-07-25,수산,649,수입조기,1마리,3604
2024-07-25,수산,650,새우젓,1kg,15456
2024-07-25,수산,651,멸치액젓,1kg,5567
2024-07-25,수산,652,천일염,5kg,2201
2024-07-25,수산,653,전복,5마리,10733
2024-07-25,수산,654,새우,10마리,5444
2024-07-25,수산,658,홍합,100g,23080
2024-07-25,수산,660,건다시마,100g,37090
2024-07-26,식량,111,쌀,20kg,2547
2024-07-26,식량,112,찹쌀,1kg,4003
2024-07-26,식량,141,콩,500g,10606
2024-07-26,식량,142,팥,500g,20862
2024-07-26,식량,143,녹두,500g,21960
2024-07-26,식량,151,고구마,1kg,6181
2024-07-26,식량,152,감자,100g,3000
2024-07-26,채소,211,배추,1포기,5601
2024-07-26,채소,212,양배추,1포기,3533
2024-07-26,채소,213,시금치,100g,16867
2024-07-26,채소,214,상추,100g,21525
2024-07-26,채소,215,얼갈이배추,1kg,4492
2024-07-26,채소,221,수박,1개,25857
2024-07-26,채소,222,참외,10개,15309
2024-07-26,채소,223,오이,10개,16600
2024-07-26,채소,224,호박,1개,1716
2024-07-26,채소,225,토마토,1kg,4834
2024-07-26,채소,231,무,1개,3110
2024-07-26,채소,232,당근,1kg,6317
2024-07-26,채소,233,열무,1kg,4103
2024-07-26,채소,241,건고추,600g,35500
2024-07-26,채소,242,풋고추,100g,17522
2024-07-26,채소,243,붉은고추,100g,18738
2024-07-26,채소,245,양파,1kg,1914
2024-07-26,채소,246,파,1kg,2928
2024-07-26,채소,247,생강,1kg,16925
2024-07-26,채소,248,고춧가루,1kg,38056
2024-07-26,채소,252,미나리,100g,18375
2024-07-26,채소,253,깻잎,100g,28500
2024-07-26,채소,255,피망,100g,9164
2024-07-26,채소,256,파프리카,200g,5569
2024-07-26,채소,257,멜론,1개,7781
2024-07-26,채소,258,깐마늘(국산),1kg,10097
2024-07-26,채소,279,알배기배추,1포기,3486
2024-07-26,채소,280,브로콜리,1개,2370
2024-07-26,채소,422,방울토마토,1kg,7576
2024-07-26,과일,411,사과,10개,30788
2024-07-26,과일,412,배,10개,87767
2024-07-26,과일,413,복숭아,10개,15967
2024-07-26,과일,414,포도,1kg,12200
2024-07-26,과일,415,감귤,10개,8336
2024-07-26,과일,418,바나나,100g,3081
2024-07-26,과일,419,참다래,10개,9426
2024-07-26,과일,420,파인애플,1개,7070
2024-07-26,과일,421,오렌지,10개,13667
2024-07-26,과일,424,레몬,10개,12033
2024-07-26,과일,425,체리,100g,20314
2024-07-26,과일,428,망고,1개,4250
2024-07-26,과일,430,아보카도,1개,1895
2024-07-26,축산,4301,소,1kg,130990
2024-07-26,축산,4304,돼지,1kg,15110
2024-07-26,축산,4401,수입 소고기,1kg,43170
2024-07-26,축산,4402,수입 돼지고기,1kg,14710
2024-07-26,축산,9901,닭,1kg,5968
2024-07-26,축산,9903,계란,10구,3293
2024-07-26,축산,9908,우유,1L,3065
2024-07-26,수산,611,고등어,1손,4995
2024-07-26,수산,612,꽁치,5마리,7793
2024-07-26,수산,613,갈치,1마리,19500
2024-07-26,수산,614,조기,1마리,1608
2024-07-26,수산,615,명태,1마리,4294
2024-07-26,수산,619,물오징어,1마리,4712
2024-07-26,수산,638,마른멸치,100g,21370
2024-07-26,수산,640,마른오징어,10마리,71667
2024-07-26,수산,641,김,10장,1307
2024-07-26,수산,642,마른미역,100g,31560
2024-07-26,수산,649,수입조기,1마리,3604
2024-07-26,수산,650,새우젓,1kg,15456
2024-07-26,수산,651,멸치액젓,1kg,5567
2024-07-26,수산,652,천일염,5kg,2201
2024-07-26,수산,653,전복,5마리,10909
2024-07-26,수산,654,새우,10마리,5444
2024-07-26,수산,658,홍합,100g,23080
2024-07-26,수산,660,건다시마,100g,37090
2024-07-29,식량,111,쌀,20kg,2547
2024-07-29,식량,112,찹쌀,1kg,4003
2024-07-29,식량,141,콩,500g,10606
2024-07-29,식량,142,팥,500g,20862
2024-07-29,식량,143,녹두,500g,22389
2024-07-29,식량,151,고구마,1kg,6181
2024-07-29,식량,152,감자,100g,2897
2024-07-29,채소,211,배추,1포기,5394
2024-07-29,채소,212,양배추,1포기,3354
2024-07-29,채소,213,시금치,100g,17067
2024-07-29,채소,214,상추,100g,23563
2024-07-29,채소,215,얼갈이배추,1kg,4650
2024-07-29,채소,221,수박,1개,26214
2024-07-29,채소,222,참외,10개,16188
2024-07-29,채소,223,오이,10개,16600
2024-07-29,채소,224,호박,1개,1762
2024-07-29,채소,225,토마토,1kg,4526
2024-07-29,채소,231,무,1개,3110
2024-07-29,채소,232,당근,1kg,6317
2024-07-29,채소,233,열무,1kg,4359
2024-07-29,채소,241,건고추,600g,35500
2024-07-29,채소,242,풋고추,100g,17333
2024-07-29,채소,243,붉은고추,100g,18738
2024-07-29,채소,245,양파,1kg,1914
2024-07-29,채소,246,파,1kg,2928
2024-07-29,채소,247,생강,1kg,16925
2024-07-29,채소,248,고춧가루,1kg,38056
2024-07-29,채소,252,미나리,100g,18533
2024-07-29,채소,253,깻잎,100g,28067
2024-07-29,채소,255,피망,100g,9164
2024-07-29,채소,256,파프리카,200g,5569
2024-07-29,채소,257,멜론,1개,8210
2024-07-29,채소,258,깐마늘(국산),1kg,10041
2024-07-29,채소,279,알배기배추,1포기,3486
2024-07-29,채소,280,브로콜리,1개,2424
2024-07-29,채소,422,방울토마토,1kg,7576
2024-07-29,과일,411,사과,10개,30213
2024-07-29,과일,412,배,10개,87767
2024-07-29,과일,413,복숭아,10개,16522
2024-07-29,과일,414,포도,1kg,12200
2024-07-29,과일,415,감귤,10개,8687
2024-07-29,과일,418,바나나,100g,2916
2024-07-29,과일,419,참다래,10개,9426
2024-07-29,과일,420,파인애플,1개,7070
2024-07-29,과일,421,오렌지,10개,13667
2024-07-29,과일,424,레몬,10개,12033
2024-07-29,과일,425,체리,100g,20314
2024-07-29,과일,428,망고,1개,4250
2024-07-29,과일,430,아보카도,1개,1895
2024-07-29,축산,4301,소,1kg,129660
2024-07-29,축산,4304,돼지,1kg,15110
2024-07-29,축산,4401,수입 소고기,1kg,43300
2024-07-29,축산,4402,수입 돼지고기,1kg,14670
2024-07-29,축산,9901,닭,1kg,5964
2024-07-29,축산,9903,계란,10구,3338
2024-07-29,축산,9908,우유,1L,3067
2024-07-29,수산,611,고등어,1손,4995
2024-07-29,수산,612,꽁치,5마리,7793
2024-07-29,수산,613,갈치,1마리,19500
2024-07-29,수산,614,조기,1마리,1608
2024-07-29,수산,615,명태,1마리,4294
2024-07-29,수산,619,물오징어,1마리,5059
2024-07-29,수산,638,마른멸치,100g,21370
2024-07-29,수산,640,마른오징어,10마리,71667
2024-07-29,수산,641,김,10장,1307
2024-07-29,수산,642,마른미역,100g,31560
2024-07-29,수산,649,수입조기,1마리,3604
2024-07-29,수산,650,새우젓,1kg,15456
2024-07-29,수산,651,멸치액젓,1kg,5567
2024-07-29,수산,652,천일염,5kg,2201
2024-07-29,수산,653,전복,5마리,10944
2024-07-29,수산,654,새우,10마리,5444
2024-07-29,수산,658,홍합,100g,23080
2024-07-29,수산,660,건다시마,100g,37090
2024-07-30,식량,111,쌀,20kg,2531
2024-07-30,식량,112,찹쌀,1kg,4003
2024-07-30,식량,141,콩,500g,10606
2024-07-30,식량,142,팥,500g,20862
2024-07-30,식량,143,녹두,500g,21960
2024-07-30,식량,151,고구마,1kg,6070
2024-07-30,식량,152,감자,100g,3001
2024-07-30,채소,211,배추,1포기,5380
2024-07-30,채소,212,양배추,1포기,3695
2024-07-30,채소,213,시금치,100g,17378
2024-07-30,채소,214,상추,100g,23250
2024-07-30,채소,215,얼갈이배추,1kg,4646
2024-07-30,채소,221,수박,1개,25940
2024-07-30,채소,222,참외,10개,16188
2024-07-30,채소,223,오이,10개,16600
2024-07-30,채소,224,호박,1개,1967
2024-07-30,채소,225,토마토,1kg,4619
2024-07-30,채소,231,무,1개,3067
2024-07-30,채소,232,당근,1kg,6317
2024-07-30,채소,233,열무,1kg,4373
2024-07-30,채소,241,건고추,600g,35500
2024-07-30,채소,242,풋고추,100g,18044
2024-07-30,채소,243,붉은고추,100g,18738
2024-07-30,채소,245,양파,1kg,1914
2024-07-30,채소,246,파,1kg,2940
2024-07-30,채소,247,생강,1kg,16925
2024-07-30,채소,248,고춧가루,1kg,38056
2024-07-30,채소,252,미나리,100g,18722
2024-07-30,채소,253,깻잎,100g,29311
2024-07-30,채소,255,피망,100g,9164
2024-07-30,채소,256,파프리카,200g,5611
2024-07-30,채소,257,멜론,1개,8210
2024-07-30,채소,258,깐마늘(국산),1kg,10041
2024-07-30,채소,279,알배기배추,1포기,3517
2024-07-30,채소,280,브로콜리,1개,2602
2024-07-30,채소,422,방울토마토,1kg,7980
2024-07-30,과일,411,사과,10개,30213
2024-07-30,과일,412,배,10개,92943
2024-07-30,과일,413,복숭아,10개,16289
2024-07-30,과일,414,포도,1kg,12200
2024-07-30,과일,415,감귤,10개,8456
2024-07-30,과일,418,바나나,100g,2916
2024-07-30,과일,419,참다래,10개,9426
2024-07-30,과일,420,파인애플,1개,7070
2024-07-30,과일,421,오렌지,10개,13700
2024-07-30,과일,424,레몬,10개,11717
2024-07-30,과일,425,체리,100g,20171
2024-07-30,과일,428,망고,1개,5450
2024-07-30,과일,430,아보카도,1개,1895
2024-07-30,축산,4301,소,1kg,132360
2024-07-30,축산,4304,돼지,1kg,15070
2024-07-30,축산,4401,수입 소고기,1kg,43350
2024-07-30,축산,4402,수입 돼지고기,1kg,14710
2024-07-30,축산,9901,닭,1kg,6058
2024-07-30,축산,9903,계란,10구,3308
2024-07-30,축산,9908,우유,1L,3068
2024-07-30,수산,611,고등어,1손,4995
2024-07-30,수산,612,꽁치,5마리,7793
2024-07-30,수산,613,갈치,1마리,17325
2024-07-30,수산,614,조기,1마리,1608
2024-07-30,수산,615,명태,1마리,4294
2024-07-30,수산,619,물오징어,1마리,5059
2024-07-30,수산,638,마른멸치,100g,21370
2024-07-30,수산,640,마른오징어,10마리,71667
2024-07-30,수산,641,김,10장,1307
2024-07-30,수산,642,마른미역,100g,31560
2024-07-30,수산,649,수입조기,1마리,3604
2024-07-30,수산,650,새우젓,1kg,15456
2024-07-30,수산,651,멸치액젓,1kg,5567
2024-07-30,수산,652,천일염,5kg,2201
2024-07-30,수산,653,전복,5마리,10944
2024-07-30,수산,654,새우,10마리,5444
2024-07-30,수산,658,홍합,100g,23080
2024-07-30,수산,660,건다시마,100g,37090
2024-07-31,식량,111,쌀,20kg,2531
2024-07-31,식량,112,찹쌀,1kg,4094
2024-07-31,식량,141,콩,500g,10606
2024-07-31,식량,142,팥,500g,20862
2024-07-31,식량,143,녹두,500g,23360
2024-07-31,식량,151,고구마,1kg,5933
2024-07-31,식량,152,감자,100g,3047
2024-07-31,채소,211,배추,1포기,5353
2024-07-31,채소,212,양배추,1포기,3903
2024-07-31,채소,213,시금치,100g,18133
2024-07-31,채소,214,상추,100g,22911
2024-07-31,채소,215,얼갈이배추,1kg,4816
2024-07-31,채소,221,수박,1개,27760
2024-07-31,채소,222,참외,10개,16538
2024-07-31,채소,223,오이,10개,16600
2024-07-31,채소,224,호박,1개,2193
2024-07-31,채소,225,토마토,1kg,4610
2024-07-31,채소,231,무,1개,3024
2024-07-31,채소,232,당근,1kg,6317
2024-07-31,채소,233,열무,1kg,4365
2024-07-31,채소,241,건고추,600g,35500
2024-07-31,채소,242,풋고추,100g,18356
2024-07-31,채소,243,붉은고추,100g,18313
2024-07-31,채소,245,양파,1kg,1984
2024-07-31,채소,246,파,1kg,2976
2024-07-31,채소,247,생강,1kg,16925
2024-07-31,채소,248,고춧가루,1kg,38056
2024-07-31,채소,252,미나리,100g,18722
2024-07-31,채소,253,깻잎,100g,28944
2024-07-31,채소,255,피망,100g,8681
2024-07-31,채소,256,파프리카,200g,5611
2024-07-31,채소,257,멜론,1개,8257
2024-07-31,채소,258,깐마늘(국산),1kg,9930
2024-07-31,채소,279,알배기배추,1포기,3523
2024-07-31,채소,280,브로콜리,1개,2499
2024-07-31,채소,422,방울토마토,1kg,7980
2024-07-31,과일,411,사과,10개,29900
2024-07-31,과일,412,배,10개,92943
2024-07-31,과일,413,복숭아,10개,15767
2024-07-31,과일,414,포도,1kg,12367
2024-07-31,과일,418,바나나,100g,2916
2024-07-31,과일,419,참다래,10개,9753
2024-07-31,과일,420,파인애플,1개,7070
2024-07-31,과일,421,오렌지,10개,13700
2024-07-31,과일,424,레몬,10개,11717
2024-07-31,과일,425,체리,100g,20600
2024-07-31,과일,428,망고,1개,5450
2024-07-31,과일,430,아보카도,1개,1941
2024-07-31,축산,4301,소,1kg,131990
2024-07-31,축산,4304,돼지,1kg,15070
2024-07-31,축산,4401,수입 소고기,1kg,43390
2024-07-31,축산,4402,수입 돼지고기,1kg,14620
2024-07-31,축산,9901,닭,1kg,6031
2024-07-31,축산,9903,계란,10구,3279
2024-07-31,축산,9908,우유,1L,3064
2024-07-31,수산,611,고등어,1손,4995
2024-07-31,수산,612,꽁치,5마리,7793
2024-07-31,수산,613,갈치,1마리,17325
2024-07-31,수산,614,조기,1마리,1608
2024-07-31,수산,615,명태,1마리,4294
2024-07-31,수산,619,물오징어,1마리,5043
2024-07-31,수산,638,마른멸치,100g,21860
2024-07-31,수산,640,마른오징어,10마리,74000
2024-07-31,수산,641,김,10장,1307
2024-07-31,수산,642,마른미역,100g,31560
2024-07-31,수산,649,수입조기,1마리,3813
2024-07-31,수산,650,새우젓,1kg,15456
2024-07-31,수산,651,멸치액젓,1kg,5567
2024-07-31,수산,652,천일염,5kg,2201
2024-07-31,수산,653,전복,5마리,10944
2024-07-31,수산,654,새우,10마리,5394
2024-07-31,수산,658,홍합,100g,23080
2024-07-31,수산,660,건다시마,100g,37090
2024-08-01,식량,111,쌀,20kg,2502
2024-08-01,식량,112,찹쌀,1kg,4094
2024-08-01,식량,141,콩,500g,10589
2024-08-01,식량,142,팥,500g,21160
2024-08-01,식량,143,녹두,500g,23789
2024-08-01,식량,151,고구마,1kg,5889
2024-08-01,식량,152,감자,100g,3106
2024-08-01,채소,211,배추,1포기,5193
2024-08-01,채소,212,양배추,1포기,3705
2024-08-01,채소,213,시금치,100g,18400
2024-08-01,채소,214,상추,100g,23778
2024-08-01,채소,215,얼갈이배추,1kg,4881
2024-08-01,채소,221,수박,1개,28833
2024-08-01,채소,222,참외,10개,18488
2024-08-01,채소,223,오이,10개,19100
2024-08-01,채소,224,호박,1개,2229
2024-08-01,채소,225,토마토,1kg,4721
2024-08-01,채소,231,무,1개,3081
2024-08-01,채소,232,당근,1kg,6138
2024-08-01,채소,233,열무,1kg,4355
2024-08-01,채소,241,건고추,600g,35500
2024-08-01,채소,242,풋고추,100g,18356
2024-08-01,채소,243,붉은고추,100g,18313
2024-08-01,채소,245,양파,1kg,1984
2024-08-01,채소,246,파,1kg,3020
2024-08-01,채소,247,생강,1kg,16513
2024-08-01,채소,248,고춧가루,1kg,37722
2024-08-01,채소,252,미나리,100g,18656
2024-08-01,채소,253,깻잎,100g,30556
2024-08-01,채소,255,피망,100g,8681
2024-08-01,채소,256,파프리카,200g,5109
2024-08-01,채소,257,멜론,1개,8176
2024-08-01,채소,258,깐마늘(국산),1kg,9939
2024-08-01,채소,279,알배기배추,1포기,3639
2024-08-01,채소,280,브로콜리,1개,2663
2024-08-01,채소,422,방울토마토,1kg,8243
2024-08-01,과일,411,사과,10개,30775
2024-08-01,과일,412,배,10개,89600
2024-08-01,과일,413,복숭아,10개,16000
2024-08-01,과일,414,포도,1kg,12867
2024-08-01,과일,415,감귤,10개,8949
2024-08-01,과일,418,바나나,100g,2579
2024-08-01,과일,419,참다래,10개,9837
2024-08-01,과일,420,파인애플,1개,6988
2024-08-01,과일,421,오렌지,10개,13700
2024-08-01,과일,424,레몬,10개,11717
2024-08-01,과일,425,체리,100g,20500
2024-08-01,과일,430,아보카도,1개,1843
2024-08-01,축산,4301,소,1kg,132200
2024-08-01,축산,4304,돼지,1kg,15050
2024-08-01,축산,4401,수입 소고기,1kg,43330
2024-08-01,축산,4402,수입 돼지고기,1kg,14620
2024-08-01,축산,9901,닭,1kg,5967
2024-08-01,축산,9903,계란,10구,3279
2024-08-01,축산,9908,우유,1L,3064
2024-08-01,수산,611,고등어,1손,4820
2024-08-01,수산,612,꽁치,5마리,7793
2024-08-01,수산,613,갈치,1마리,22800
2024-08-01,수산,614,조기,1마리,1608
2024-08-01,수산,615,명태,1마리,4194
2024-08-01,수산,619,물오징어,1마리,5058
2024-08-01,수산,638,마른멸치,100g,22500
2024-08-01,수산,640,마른오징어,10마리,76500
2024-08-01,수산,641,김,10장,1307
2024-08-01,수산,642,마른미역,100g,31560
2024-08-01,수산,649,수입조기,1마리,3813
2024-08-01,수산,650,새우젓,1kg,15456
2024-08-01,수산,651,멸치액젓,1kg,5547
2024-08-01,수산,652,천일염,5kg,2198
2024-08-01,수산,653,전복,5마리,10878
2024-08-01,수산,654,새우,10마리,5172
2024-08-01,수산,658,홍합,100g,23080
2024-08-01,수산,660,건다시마,100g,38120
2024-08-02,식량,111,쌀,20kg,2502
2024-08-02,식량,112,찹쌀,1kg,4169
2024-08-02,식량,141,콩,500g,10017
2024-08-02,식량,142,팥,500g,21160
2024-08-02,식량,143,녹두,500g,23789
2024-08-02,식량,151,고구마,1kg,5912
2024-08-02,식량,152,감자,100g,2867
2024-08-02,채소,211,배추,1포기,5230
2024-08-02,채소,212,양배추,1포기,3872
2024-08-02,채소,213,시금치,100g,18044
2024-08-02,채소,214,상추,100g,24167
2024-08-02,채소,215,얼갈이배추,1kg,4792
2024-08-02,채소,221,수박,1개,29300
2024-08-02,채소,222,참외,10개,19613
2024-08-02,채소,223,오이,10개,19100
2024-08-02,채소,224,호박,1개,2288
2024-08-02,채소,225,토마토,1kg,4638
2024-08-02,채소,231,무,1개,3083
2024-08-02,채소,232,당근,1kg,6193
2024-08-02,채소,233,열무,1kg,4613
2024-08-02,채소,241,건고추,600g,35500
2024-08-02,채소,242,풋고추,100g,17833
2024-08-02,채소,243,붉은고추,100g,18313
2024-08-02,채소,245,양파,1kg,2010
2024-08-02,채소,246,파,1kg,3020
2024-08-02,채소,247,생강,1kg,16513
2024-08-02,채소,248,고춧가루,1kg,37722
2024-08-02,채소,252,미나리,100g,18722
2024-08-02,채소,253,깻잎,100g,32411
2024-08-02,채소,255,피망,100g,8806
2024-08-02,채소,256,파프리카,200g,5694
2024-08-02,채소,257,멜론,1개,7904
2024-08-02,채소,258,깐마늘(국산),1kg,9717
2024-08-02,채소,279,알배기배추,1포기,3720
2024-08-02,채소,280,브로콜리,1개,2725
2024-08-02,채소,422,방울토마토,1kg,8410
2024-08-02,과일,411,사과,10개,31275
2024-08-02,과일,412,배,10개,89600
2024-08-02,과일,413,복숭아,10개,15500
2024-08-02,과일,414,포도,1kg,12300
2024-08-02,과일,415,감귤,10개,9102
2024-08-02,과일,418,바나나,100g,2320
2024-08-02,과일,419,참다래,10개,9837
2024-08-02,과일,420,파인애플,1개,6988
2024-08-02,과일,421,오렌지,10개,13700
2024-08-02,과일,424,레몬,10개,11357
2024-08-02,과일,425,체리,100g,19257
2024-08-02,과일,430,아보카도,1개,1867
2024-08-02,축산,4301,소,1kg,132620
2024-08-02,축산,4304,돼지,1kg,15180
2024-08-02,축산,4401,수입 소고기,1kg,41170
2024-08-02,축산,4402,수입 돼지고기,1kg,14490
2024-08-02,축산,9901,닭,1kg,5961
2024-08-02,축산,9903,계란,10구,3303
2024-08-02,축산,9908,우유,1L,3063
2024-08-02,수산,611,고등어,1손,4820
2024-08-02,수산,612,꽁치,5마리,7793
2024-08-02,수산,613,갈치,1마리,22800
2024-08-02,수산,614,조기,1마리,1617
2024-08-02,수산,615,명태,1마리,4194
2024-08-02,수산,619,물오징어,1마리,4906
2024-08-02,수산,638,마른멸치,100g,22500
2024-08-02,수산,640,마른오징어,10마리,78857
2024-08-02,수산,641,김,10장,1307
2024-08-02,수산,642,마른미역,100g,31560
2024-08-02,수산,649,수입조기,1마리,3813
2024-08-02,수산,650,새우젓,1kg,15456
2024-08-02,수산,651,멸치액젓,1kg,5547
2024-08-02,수산,652,천일염,5kg,2198
2024-08-02,수산,653,전복,5마리,10878
2024-08-02,수산,654,새우,10마리,5172
2024-08-02,수산,658,홍합,100g,23080
2024-08-02,수산,660,건다시마,100g,38120
2024-08-05,식량,111,쌀,20kg,2506
2024-08-05,식량,112,찹쌀,1kg,4239
2024-08-05,식량,141,콩,500g,10017
2024-08-05,식량,142,팥,500g,21160
2024-08-05,식량,143,녹두,500g,23789
2024-08-05,식량,151,고구마,1kg,6171
2024-08-05,식량,152,감자,100g,2903
2024-08-05,채소,211,배추,1포기,5240
2024-08-05,채소,212,양배추,1포기,4608
2024-08-05,채소,213,시금치,100g,18367
2024-08-05,채소,214,상추,100g,24622
2024-08-05,채소,215,얼갈이배추,1kg,4867
2024-08-05,채소,221,수박,1개,28471
2024-08-05,채소,222,참외,10개,19613
2024-08-05,채소,223,오이,10개,19100
2024-08-05,채소,224,호박,1개,2250
2024-08-05,채소,225,토마토,1kg,4721
2024-08-05,채소,231,무,1개,3053
2024-08-05,채소,232,당근,1kg,6360
2024-08-05,채소,233,열무,1kg,4703
2024-08-05,채소,241,건고추,600g,35500
2024-08-05,채소,242,풋고추,100g,18056
2024-08-05,채소,243,붉은고추,100g,17738
2024-08-05,채소,245,양파,1kg,2010
2024-08-05,채소,246,파,1kg,2864
2024-08-05,채소,247,생강,1kg,16513
2024-08-05,채소,248,고춧가루,1kg,37722
2024-08-05,채소,252,미나리,100g,19067
2024-08-05,채소,253,깻잎,100g,29478
2024-08-05,채소,255,피망,100g,8719
2024-08-05,채소,256,파프리카,200g,5823
2024-08-05,채소,257,멜론,1개,7405
2024-08-05,채소,258,깐마늘(국산),1kg,10566
2024-08-05,채소,279,알배기배추,1포기,3828
2024-08-05,채소,280,브로콜리,1개,2766
2024-08-05,채소,422,방울토마토,1kg,9048
2024-08-05,과일,411,사과,10개,31275
2024-08-05,과일,412,배,10개,85650
2024-08-05,과일,413,복숭아,10개,15711
2024-08-05,과일,414,포도,1kg,13533
2024-08-05,과일,415,감귤,10개,9187
2024-08-05,과일,418,바나나,100g,2641
2024-08-05,과일,419,참다래,10개,9984
2024-08-05,과일,420,파인애플,1개,6988
2024-08-05,과일,421,오렌지,10개,13700
2024-08-05,과일,424,레몬,10개,11357
2024-08-05,과일,425,체리,100g,19257
2024-08-05,과일,430,아보카도,1개,1867
2024-08-05,축산,4301,소,1kg,131980
2024-08-05,축산,4304,돼지,1kg,14480
2024-08-05,축산,4401,수입 소고기,1kg,41060
2024-08-05,축산,4402,수입 돼지고기,1kg,14170
2024-08-05,축산,9901,닭,1kg,6070
2024-08-05,축산,9903,계란,10구,3255
2024-08-05,축산,9908,우유,1L,3063
2024-08-05,수산,611,고등어,1손,4820
2024-08-05,수산,612,꽁치,5마리,7793
2024-08-05,수산,613,갈치,1마리,22800
2024-08-05,수산,614,조기,1마리,1617
2024-08-05,수산,615,명태,1마리,4194
2024-08-05,수산,619,물오징어,1마리,4906
2024-08-05,수산,638,마른멸치,100g,22170
2024-08-05,수산,640,마른오징어,10마리,78857
2024-08-05,수산,641,김,10장,1307
2024-08-05,수산,642,마른미역,100g,31560
2024-08-05,수산,649,수입조기,1마리,3813
2024-08-05,수산,650,새우젓,1kg,15456
2024-08-05,수산,651,멸치액젓,1kg,5547
2024-08-05,수산,652,천일염,5kg,2198
2024-08-05,수산,653,전복,5마리,11728
2024-08-05,수산,654,새우,10마리,5394
2024-08-05,수산,658,홍합,100g,23080
2024-08-05,수산,660,건다시마,100g,38120
2024-08-06,식량,111,쌀,20kg,2506
2024-08-06,식량,112,찹쌀,1kg,4239
2024-08-06,식량,141,콩,500g,10017
2024-08-06,식량,142,팥,500g,21160
2024-08-06,식량,143,녹두,500g,23789
2024-08-06,식량,151,고구마,1kg,6098
2024-08-06,식량,152,감자,100g,3070
2024-08-06,채소,211,배추,1포기,5421
2024-08-06,채소,212,양배추,1포기,4060
2024-08-06,채소,213,시금치,100g,18078
2024-08-06,채소,214,상추,100g,24256
2024-08-06,채소,215,얼갈이배추,1kg,4721
2024-08-06,채소,221,수박,1개,28943
2024-08-06,채소,222,참외,10개,19613
2024-08-06,채소,223,오이,10개,16067
2024-08-06,채소,224,호박,1개,2177
2024-08-06,채소,225,토마토,1kg,4721
2024-08-06,채소,231,무,1개,3053
2024-08-06,채소,232,당근,1kg,6379
2024-08-06,채소,233,열무,1kg,4475
2024-08-06,채소,241,건고추,600g,35500
2024-08-06,채소,242,풋고추,100g,17344
2024-08-06,채소,243,붉은고추,100g,18200
2024-08-06,채소,245,양파,1kg,1999
2024-08-06,채소,246,파,1kg,2864
2024-08-06,채소,247,생강,1kg,16513
2024-08-06,채소,248,고춧가루,1kg,37667
2024-08-06,채소,252,미나리,100g,18789
2024-08-06,채소,253,깻잎,100g,29056
2024-08-06,채소,255,피망,100g,8831
2024-08-06,채소,256,파프리카,200g,6004
2024-08-06,채소,257,멜론,1개,7333
2024-08-06,채소,258,깐마늘(국산),1kg,10566
2024-08-06,채소,279,알배기배추,1포기,3828
2024-08-06,채소,280,브로콜리,1개,2766
2024-08-06,채소,422,방울토마토,1kg,8410
2024-08-06,과일,411,사과,10개,31275
2024-08-06,과일,412,배,10개,68867
2024-08-06,과일,413,복숭아,10개,15489
2024-08-06,과일,414,포도,1kg,12425
2024-08-06,과일,415,감귤,10개,9187
2024-08-06,과일,418,바나나,100g,2786
2024-08-06,과일,419,참다래,10개,10023
2024-08-06,과일,420,파인애플,1개,6988
2024-08-06,과일,421,오렌지,10개,13700
2024-08-06,과일,424,레몬,10개,11357
2024-08-06,과일,425,체리,100g,20250
2024-08-06,과일,430,아보카도,1개,1867
2024-08-06,축산,4301,소,1kg,131090
2024-08-06,축산,4304,돼지,1kg,14480
2024-08-06,축산,4401,수입 소고기,1kg,41050
2024-08-06,축산,4402,수입 돼지고기,1kg,14130
2024-08-06,축산,9901,닭,1kg,6129
2024-08-06,축산,9903,계란,10구,3221
2024-08-06,축산,9908,우유,1L,3064
2024-08-06,수산,611,고등어,1손,4988
2024-08-06,수산,612,꽁치,5마리,7793
2024-08-06,수산,613,갈치,1마리,23600
2024-08-06,수산,614,조기,1마리,1617
2024-08-06,수산,615,명태,1마리,4493
2024-08-06,수산,619,물오징어,1마리,5049
2024-08-06,수산,638,마른멸치,100g,22470
2024-08-06,수산,640,마른오징어,10마리,78857
2024-08-06,수산,641,김,10장,1307
2024-08-06,수산,642,마른미역,100g,31560
2024-08-06,수산,649,수입조기,1마리,3813
2024-08-06,수산,650,새우젓,1kg,15456
2024-08-06,수산,651,멸치액젓,1kg,5547
2024-08-06,수산,652,천일염,5kg,2276
2024-08-06,수산,653,전복,5마리,11728
2024-08-06,수산,654,새우,10마리,5394
2024-08-06,수산,658,홍합,100g,23080
2024-08-06,수산,660,건다시마,100g,38120
2024-08-07,식량,111,쌀,20kg,2490
2024-08-07,식량,112,찹쌀,1kg,4139
